City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
295,dryden,1,CA,1551938400,76,49.79,-92.84,-4.01,6.93
296,cidreira,8,BR,1551940683,92,-30.17,-50.22,73.76,6.62
297,yar,0,RU,1551940683,82,58.24,52.11,11.12,16.58
298,luderitz,0,NA,1551940683,93,-26.65,15.16,59.09,11.99
299,san pablo tacachico,0,SV,1551940520,64,13.98,-89.34,84.2,17.22
300,sao gabriel da cachoeira,0,BR,1551940684,88,-0.13,-67.09,76.33,1.59
301,kenai,90,US,1551940625,79,60.55,-151.26,32.0,8.05
302,mannarakkat,0,IN,1551940200,41,10.98,76.47,93.2,3.36
303,vostok,24,RU,1551940685,48,46.45,135.83,28.72,3.38
304,bonoua,8,CI,1551940685,86,5.27,-3.6,80.24,8.63
305,izazi,76,TZ,1551940685,100,-7.24,35.72,67.87,2.26
306,rawson,20,AR,1551940686,35,-43.3,-65.11,65.66,14.67
307,new norfolk,0,AU,1551940637,32,-42.78,147.06,68.0,16.11
308,pasni,24,PK,1551940686,84,25.26,63.48,72.01,4.94
309,abbeville,92,FR,1551940509,87,50.11,1.83,45.0,16.11
310,tabory,68,PL,1551940562,71,53.89,19.53,42.01,7.0
311,bogoslovka,76,RU,1551940687,80,56.8,86.72,24.31,10.87
312,taoudenni,0,ML,1551940688,31,22.68,-3.98,47.35,2.59
313,voljevac,20,BA,1551940200,53,43.88,17.66,51.8,6.93
314,islampur,5,IN,1551936600,47,26.26,88.19,75.2,3.36
315,pareora,68,NZ,1551940001,31,-44.49,171.21,73.0,13.44
316,lakes entrance,0,AU,1551940675,52,-37.88,147.99,75.0,4.61
317,erzin,40,TR,1551940402,71,36.95,36.2,59.0,8.05
318,lasa,40,CY,1551940310,77,34.92,32.53,60.8,11.41
319,ilulissat,36,GL,1551937800,57,69.22,-51.1,21.2,1.12
320,lake havasu city,1,US,1551940484,42,34.47,-114.34,68.0,6.93
321,inskoy,64,RU,1551940691,92,54.43,86.44,21.61,10.31
322,san carlos de bariloche,40,AR,1551938400,76,-41.13,-71.31,50.0,16.11
323,quattro castella,20,IT,1551940622,93,44.63,10.47,57.2,5.82
324,lucapa,88,AO,1551940692,98,-8.42,20.74,66.16,5.39
325,warri,0,NG,1551940692,95,5.52,5.75,75.25,5.73
326,povenets,0,RU,1551940692,71,62.85,34.83,15.94,12.21
327,codrington,90,AU,1551940578,83,-28.95,153.24,77.0,17.22
328,katobu,64,ID,1551940693,83,-4.94,122.53,86.27,8.52
329,kaili,64,ID,1551940693,74,-3.46,120.21,78.67,5.73
330,oyama,75,JP,1551940566,87,36.31,139.8,53.01,2.24
331,ofunato,75,JP,1551938400,95,39.11,141.75,37.4,17.22
332,caravelas,88,BR,1551940694,99,-17.73,-39.27,84.47,8.75
333,tiznit,80,MA,1551940695,99,29.7,-9.73,56.98,5.95
334,le moule,75,GP,1551938400,94,16.33,-61.35,71.6,4.7
335,dalbandin,0,PK,1551940695,82,28.9,64.41,56.12,5.95
336,nalut,0,LY,1551940696,64,31.86,10.98,44.42,5.28
337,omsukchan,48,RU,1551940696,82,62.53,155.8,-1.26,2.71
338,sonoita,1,US,1551940690,13,31.68,-110.66,66.99,10.29
339,mogadishu,75,SO,1551938400,66,2.04,45.34,84.2,18.34
340,westport,75,IE,1551940690,93,53.8,-9.52,44.01,24.16
341,isiolo,0,KE,1551940697,59,0.35,37.58,78.13,1.36
342,sabzevar,0,IR,1551940697,76,36.21,57.68,44.11,3.6
343,beaverlodge,20,CA,1551938400,77,55.21,-119.43,-0.41,8.05
344,fare,48,PF,1551940698,96,-16.7,-151.02,84.79,12.77
345,yulara,0,AU,1551938400,11,-25.24,130.99,100.4,6.93
346,choya,0,RU,1551940699,69,52.01,86.55,31.24,3.15
347,new kensington,90,US,1551940468,67,40.57,-79.76,19.0,8.05
348,touros,40,BR,1551938400,100,-5.2,-35.46,75.2,3.36
349,bozoum,88,CF,1551940700,78,6.31,16.38,70.48,7.4
350,ginir,0,ET,1551940700,39,7.14,40.71,75.11,3.71
351,tiksi,92,RU,1551940701,79,71.64,128.87,13.33,3.6
352,arawa,20,NG,1551934800,88,7.05,3.9,73.4,3.27
353,goure,0,NE,1551940701,23,13.98,10.27,69.62,11.43
354,college,90,US,1551940556,92,64.86,-147.8,23.0,3.15
355,palu,92,ID,1551940702,92,-0.9,119.87,69.4,1.81
356,kabanjahe,40,ID,1551938400,62,3.1,98.49,87.8,10.29
357,dalvik,75,SE,1551940505,93,57.79,14.13,41.0,8.05
358,medea,40,DZ,1551938400,76,36.27,2.77,55.4,4.7
359,tazovskiy,80,RU,1551940703,86,67.47,78.7,15.94,22.28
360,marsh harbour,92,BS,1551940513,100,26.54,-77.06,68.59,15.79
361,hofn,92,IS,1551940704,100,64.25,-15.21,34.34,24.52
362,puerto madero,0,AR,1551940700,88,-34.61,-58.36,79.0,5.82
363,komsomolskiy,80,RU,1551940705,76,67.55,63.78,4.06,7.63
364,enshi,92,CN,1551940705,76,30.29,109.48,44.2,7.07
365,sao carlos,36,BR,1551940627,94,-22.02,-47.89,64.99,2.71
366,gushikawa,40,JP,1551938400,49,26.35,127.87,68.0,14.99
367,auki,0,NG,1551940706,38,12.18,6.51,67.19,7.18
368,albuquerque,40,US,1551940699,32,35.08,-106.65,57.0,9.17
369,jieznas,0,LT,1551940202,74,54.6,24.18,35.6,13.87
370,cabo san lucas,40,MX,1551940292,77,22.89,-109.91,71.01,6.62
371,abay,0,KZ,1551938400,85,49.63,72.87,19.4,8.95
372,lingyuan,0,CN,1551940707,64,41.24,119.4,45.73,5.61
373,issa,0,RU,1551940707,82,53.87,44.84,9.55,7.4
374,ambon,76,FR,1551940693,81,47.55,-2.56,48.0,11.41
375,nemuro,40,JP,1551938400,63,43.32,145.57,26.6,10.29
376,xichang,92,CN,1551940596,37,27.88,102.25,62.01,1.92
377,nelson bay,90,AU,1551940280,60,-32.72,152.14,70.0,6.93
378,san cristobal,75,EC,1551940216,93,-0.39,-78.55,57.2,4.7
379,cam ranh,0,VN,1551938400,59,11.92,109.15,91.4,13.87
380,laguna,90,MX,1551937500,59,27.52,-110.01,60.8,4.7
381,hami,44,CN,1551940710,56,42.84,93.51,50.99,7.07
382,sedalia,1,US,1551940706,58,38.7,-93.23,30.99,6.93
383,mayo,5,CA,1551938400,76,63.59,-135.9,-9.41,3.49
384,nogales,1,US,1551940681,17,31.34,-110.94,66.99,5.82
385,carballo,20,ES,1551940709,81,43.21,-8.69,52.0,8.05
386,puerto narino,20,CO,1551938400,100,-3.77,-70.38,77.0,3.6
387,ustye,48,RU,1551940712,83,58.76,27.79,20.98,15.01
388,chapayeve,75,UA,1551940200,68,49.37,35.87,30.2,8.95
389,salta,40,AR,1551938400,83,-24.79,-65.41,71.6,3.36
390,alta floresta,64,BR,1551940713,95,-9.87,-56.08,73.63,1.7
391,oktyabrskoye,75,RU,1551940516,68,56.73,85.44,27.0,13.42
392,mahibadhoo,12,MV,1551940714,100,3.78,72.97,83.08,6.62
393,sinazongwe,24,ZM,1551940714,66,-17.26,27.46,79.48,6.4
394,kapit,68,MY,1551940714,82,2.02,112.94,80.11,2.93
395,mae tha,20,TH,1551940590,32,18.46,99.14,95.0,8.05
396,concarneau,92,FR,1551940693,75,47.88,-3.92,46.4,14.99
397,kaniama,92,CD,1551940715,98,-7.57,24.18,67.06,2.71
398,sokoto,36,NG,1551940716,62,13.06,5.24,68.54,3.71
399,semnan,0,IR,1551934800,27,35.58,53.39,53.6,3.83
400,grand-santi,68,GF,1551940716,89,4.27,-54.38,75.11,3.15
401,saint-ambroise,0,FR,1551940625,87,47.25,-0.65,44.6,10.29
402,winnemucca,90,US,1551940268,86,40.97,-117.74,43.0,9.17
403,lichinga,75,MZ,1551938400,100,-13.3,35.25,64.4,6.93
404,husavik,0,CA,1551940470,87,50.56,-96.99,-6.0,6.06
405,hobyo,0,SO,1551940718,75,5.35,48.53,81.55,13.0
406,freeport,32,BS,1551940718,100,26.54,-78.7,68.32,15.35
407,baykit,20,RU,1551940719,74,61.68,96.39,14.32,5.84
408,knysna,0,ZA,1551939000,82,-34.04,23.05,66.2,6.93
409,carasova,0,RO,1551938400,27,45.2,21.87,53.6,27.51
410,camacha,40,PT,1551938400,71,33.08,-16.33,59.0,9.17
411,mehamn,90,NO,1551937800,85,71.03,27.85,24.8,17.22
412,haines junction,0,CA,1551940720,51,60.75,-137.51,-12.51,1.7
413,vao,68,EE,1551940721,90,59.1,26.19,24.26,10.2
414,pisco,20,PE,1551938400,94,-13.71,-76.2,73.4,4.7
415,letlhakane,0,BW,1551940721,74,-21.42,25.59,70.39,10.42
416,vanimo,8,PG,1551940722,100,-2.67,141.3,83.35,8.52
417,puerto escondido,0,MX,1551940722,100,15.86,-97.07,82.22,12.21
418,mitsamiouli,20,KM,1551938400,74,-11.38,43.28,87.8,11.41
419,mata,20,CU,1551937800,77,22.63,-79.93,64.4,5.82
420,sompeta,36,IN,1551940723,84,18.93,84.6,79.52,3.83
421,kavieng,44,PG,1551940724,100,-2.57,150.8,81.19,0.36
422,bereda,20,ES,1551940439,81,43.27,-7.54,48.99,8.05
423,torrevieja,0,ES,1551940714,70,37.98,-0.68,54.0,3.36
424,adzope,0,CI,1551940567,90,6.11,-3.86,76.46,6.17
425,bathsheba,40,BB,1551938400,83,13.22,-59.52,77.0,14.99
426,namibe,44,AO,1551940726,100,-15.19,12.15,77.23,7.18
427,atar,0,MR,1551940726,40,20.52,-13.05,53.87,8.63
428,ahuimanu,75,US,1551940552,88,21.44,-157.84,71.6,6.93
429,predivinsk,68,RU,1551940640,68,57.07,93.44,24.26,5.17
430,ayagoz,0,KZ,1551940727,93,47.96,80.43,17.83,8.19
431,road town,1,VG,1551940559,83,18.42,-64.62,75.99,8.05
432,maniitsoq,12,GL,1551940728,62,65.42,-52.9,27.1,18.48
433,la ronge,5,CA,1551938400,70,55.1,-105.3,1.4,4.7
434,parabel,88,RU,1551940728,83,58.71,81.5,28.99,13.11
435,northam,20,GB,1551940631,87,51.04,-4.21,46.0,10.29
436,roald,0,NO,1551940503,74,62.58,6.12,36.0,23.04
437,zeya,0,RU,1551940729,45,53.74,127.27,34.34,2.71
438,andra,88,RU,1551940729,86,62.52,65.89,35.02,11.43
439,elko,90,US,1551940452,86,40.83,-115.76,39.2,4.05
440,begoro,36,GH,1551940730,98,6.38,-0.38,73.04,3.04
441,nicoya,20,CR,1551938400,65,10.15,-85.45,80.6,24.16
442,mecca,0,SA,1551940533,26,21.43,39.83,64.0,5.73
443,manavalakurichi,20,IN,1551938400,66,8.13,77.3,89.6,10.29
444,kasulu,90,TZ,1551934800,94,-4.57,30.11,68.0,3.71
445,lodja,92,CD,1551940732,97,-3.52,23.6,73.18,3.27
446,redmond,90,US,1551940426,93,47.67,-122.12,37.99,8.05
447,leczna,0,PL,1551940144,74,51.3,22.88,43.0,6.93
448,hervey bay,75,AU,1551940509,69,-25.3,152.85,82.99,13.87
449,ola,56,RU,1551940733,100,59.58,151.3,16.16,7.18
450,welkom,12,ZA,1551940236,79,-27.98,26.74,68.0,7.63
451,takestan,75,IR,1551938400,61,36.07,49.69,46.4,4.7
452,itarema,64,BR,1551940734,99,-2.92,-39.92,72.91,4.94
453,elizabeth city,1,US,1551940719,74,36.3,-76.22,32.0,4.5
454,kalmunai,12,LK,1551940735,78,7.42,81.82,87.49,4.61
455,brigantine,1,US,1551940645,62,39.41,-74.36,24.8,4.7
456,bartica,20,GY,1551938400,94,6.41,-58.62,75.2,4.7
457,kavaratti,0,IN,1551940735,100,10.57,72.64,82.22,12.1
458,samarai,20,PG,1551940736,100,-10.62,150.67,83.08,4.94
459,sitka,20,US,1551940247,71,37.17,-99.65,33.01,4.0
460,songea,75,TZ,1551934800,77,-10.68,35.65,69.8,3.04
461,sosnovo-ozerskoye,56,RU,1551940737,72,52.53,111.54,36.32,5.17
462,baruun-urt,0,MN,1551940737,22,46.68,113.28,45.82,19.6
463,north bend,20,US,1551940522,100,43.41,-124.22,39.0,6.93
464,port jervis,1,US,1551940717,77,41.38,-74.69,16.0,4.61
465,capitan bado,20,PY,1551940738,83,-23.27,-55.53,74.66,6.17
466,lensk,24,RU,1551940738,57,60.71,114.91,22.33,7.74
467,kimberley,0,ZA,1551938400,50,-28.74,24.76,75.2,10.29
468,vagur,56,FO,1551940739,100,61.47,-6.81,41.32,32.23
469,tagusao,44,PH,1551940739,75,9.19,117.81,84.61,6.73
470,kaoma,88,ZM,1551940739,85,-14.8,24.8,69.49,4.05
471,bubaque,0,GW,1551940740,99,11.28,-15.83,75.92,4.27
472,marinette,1,US,1551940504,91,45.1,-87.63,7.0,3.36
473,muros,90,ES,1551940649,93,42.77,-9.06,52.0,5.82
474,esperance,20,TT,1551940507,94,10.24,-61.45,75.2,6.29
475,kungurtug,36,RU,1551940741,63,50.6,97.53,22.01,7.63
476,rouvroy,92,FR,1551940732,87,50.39,2.9,46.0,16.11
477,trincomalee,0,LK,1551940742,71,8.58,81.23,90.41,3.94
478,fairbanks,90,US,1551940714,92,64.84,-147.72,23.0,3.15
479,nagapattinam,0,IN,1551940742,57,10.76,79.84,92.39,9.19
480,fonte boa,24,BR,1551940743,93,-2.51,-66.09,78.13,2.37
481,antalaha,44,MG,1551940743,100,-14.9,50.28,77.81,3.38
482,beringovskiy,88,RU,1551940744,92,63.05,179.32,24.58,19.48
483,yoichi,20,JP,1551938400,55,43.19,140.77,33.8,16.11
484,apsalos,0,GR,1551940707,82,40.89,22.06,54.0,2.04
485,zig,1,US,1551939300,68,40.13,-92.77,28.4,2.93
486,kuybysheve,48,UA,1551940745,81,47.36,36.65,37.9,4.83
487,kloulklubed,90,PW,1551937800,74,7.04,134.26,82.4,6.93
488,manali,36,IN,1551940746,86,32.25,77.19,3.07,0.81
489,araouane,0,ML,1551940746,32,18.9,-3.53,49.82,3.38
490,tessalit,0,ML,1551940746,30,20.2,1.01,49.42,4.16
491,adre,0,TD,1551940747,37,13.47,22.2,69.26,8.19
492,galesong,75,ID,1551938400,100,-5.32,119.37,75.2,2.24
493,ambo,0,ET,1551940747,90,8.98,37.86,59.09,2.93
494,rafai,20,CF,1551940748,86,4.95,23.92,72.32,6.06
495,eldama ravine,20,KE,1551934800,87,0.05,35.72,55.4,5.82
496,santa maria,80,BR,1551940750,87,-29.69,-53.81,73.18,8.63
497,aklavik,40,CA,1551938400,65,68.22,-135.01,8.6,8.05
498,chalus,40,IR,1551938400,76,36.66,51.42,55.4,4.7
499,williams lake,90,CA,1551938400,92,52.13,-122.14,19.4,6.93
500,nishihara,90,JP,1551940566,93,35.74,139.53,51.01,4.7
501,balkanabat,0,TM,1551940751,72,39.51,54.36,47.62,3.38
502,hella,90,IS,1551938400,100,63.84,-20.4,32.0,3.36
503,nouadhibou,0,MR,1551938400,82,20.93,-17.03,60.8,20.8
504,leningradskiy,68,RU,1551940752,84,69.38,178.42,5.14,3.38
505,alofi,0,NU,1551938400,78,-19.06,-169.92,78.8,6.93
506,milford,90,US,1551940639,92,40.77,-97.05,28.4,8.05
507,dingle,0,PH,1551940753,40,11.0,122.67,90.46,12.55
508,port macquarie,90,AU,1551940445,72,-31.43,152.91,68.0,6.93
509,skeldon,0,GY,1551940754,93,5.88,-57.13,79.75,12.21
510,vestmanna,24,FO,1551939600,64,62.16,-7.17,35.6,6.93
511,port blair,40,IN,1551934800,66,11.67,92.75,86.0,6.93
512,ostrovnoy,0,RU,1551940754,84,68.05,39.51,6.26,15.68
513,port-gentil,40,GA,1551938400,94,-0.72,8.78,77.0,8.05
514,yarmouth,20,GB,1551940746,87,50.71,-1.5,46.0,11.41
515,banda aceh,32,ID,1551940755,78,5.56,95.32,86.05,2.37
516,yeniseysk,64,RU,1551940756,74,58.45,92.17,23.59,5.39
517,yarada,20,IN,1551938400,59,17.65,83.27,91.4,5.82
518,sile,1,US,1551940753,39,35.56,-106.37,57.0,4.7
519,saint albans,75,US,1551940723,60,44.81,-73.08,10.4,2.82
520,canutama,12,BR,1551940757,92,-6.53,-64.38,76.33,2.59
521,stephenville,1,US,1551940629,56,32.22,-98.2,48.2,11.41
522,tecoanapa,5,MX,1551937440,94,16.99,-99.26,75.2,4.7
523,adrar,0,DZ,1551938400,21,27.87,-0.29,50.0,5.82
524,iracoubo,80,GF,1551940758,79,5.48,-53.21,77.23,6.4
525,gashua,8,NG,1551940758,27,12.87,11.04,68.68,8.86
526,zhuhai,0,CN,1551938400,9,40.71,112.04,46.4,4.47
527,kieta,88,PG,1551940759,100,-6.22,155.63,77.5,3.94
528,robore,0,BO,1551940759,77,-18.33,-59.76,78.31,8.63
529,shestakovo,48,RU,1551940760,64,56.49,103.96,27.28,4.94
530,havoysund,20,NO,1551939600,57,71.0,24.66,23.0,19.46
531,paamiut,64,GL,1551940760,91,61.99,-49.67,33.04,38.5
532,luanda,20,AO,1551938400,88,-8.83,13.24,80.6,2.24
533,logansport,1,US,1551940684,73,40.75,-86.36,25.0,12.75
534,garowe,0,SO,1551940761,59,8.41,48.48,75.88,4.27
535,collierville,1,US,1551940745,58,35.04,-89.66,35.6,2.82
536,dunedin,92,NZ,1551940466,92,-45.87,170.5,55.0,8.52
537,pacific grove,90,US,1551940756,81,36.62,-121.92,54.0,11.41
538,santa isabel do rio negro,12,BR,1551940762,83,-0.41,-65.02,79.66,3.71
539,georgiyevskoye,56,RU,1551940763,86,44.16,39.25,42.49,5.28
540,makakilo city,75,US,1551940532,88,21.35,-158.09,71.6,6.93
541,villanueva,0,NI,1551940764,48,12.96,-86.82,77.99,11.77
542,takoradi,48,GH,1551940764,100,4.89,-1.75,80.02,8.41
543,denpasar,75,ID,1551938400,100,-8.65,115.22,77.0,17.22
544,panormos,0,GR,1551940607,72,38.37,22.25,59.0,5.01
545,nguruka,80,TZ,1551940765,100,-5.11,31.04,66.47,3.27
546,laguna de perlas,100,NI,1551940765,92,12.34,-83.67,80.42,22.28
547,lebanon,90,US,1551940760,64,43.64,-72.25,7.0,4.7
548,cabedelo,40,BR,1551938400,94,-6.97,-34.84,75.2,4.7
549,nieves,8,MX,1551940766,31,24.0,-103.02,50.95,4.61
550,banswada,0,IN,1551940767,35,18.38,77.88,87.62,6.96
551,palmer,90,US,1551940756,63,61.6,-149.11,30.99,4.7
552,nanakuli,75,US,1551940552,88,21.39,-158.15,71.6,6.93
553,kareli,0,IN,1551940768,50,22.93,79.06,79.34,4.61
554,magadan,56,RU,1551940768,100,59.56,150.8,17.11,6.17
555,iberia,20,PE,1551940768,87,-11.41,-69.49,77.59,2.59
556,escarcega,80,MX,1551940769,64,18.61,-90.75,79.66,4.72
557,chapada dos guimaraes,0,BR,1551938400,70,-15.46,-55.75,84.2,6.93
558,ossora,88,RU,1551940769,90,59.24,163.07,24.94,15.9
559,hondo,90,US,1551940339,58,29.35,-99.14,55.4,5.82
560,natal,20,BR,1551938400,88,-5.81,-35.21,77.0,4.7
561,marquette,90,US,1551940681,84,46.54,-87.4,12.2,5.82
562,vierzon,90,FR,1551940744,87,47.22,2.07,46.4,10.29
563,fort nelson,5,CA,1551938400,84,58.81,-122.69,1.4,3.36
564,namatanai,68,PG,1551940772,100,-3.66,152.44,81.55,2.37
565,huntsville,1,US,1551940761,86,34.73,-86.59,30.99,2.37
566,curico,0,CL,1551938400,62,-34.98,-71.23,57.2,3.36
567,saint-raphael,88,HT,1551940773,94,19.43,-72.2,68.77,3.15
568,canatlan,44,MX,1551940492,66,24.52,-104.78,46.0,2.59
569,werda,0,DE,1551940764,65,50.44,12.3,53.01,5.82
570,manzhouli,0,CN,1551940774,29,49.6,117.43,43.61,5.61
571,chateauroux,92,FR,1551940753,87,43.72,0.65,46.4,11.41
572,holt,40,GB,1551940754,70,53.08,-2.88,45.0,17.22
573,sao jose do belmonte,88,BR,1551940775,97,-7.86,-38.76,68.14,3.27
574,popondetta,88,PG,1551940775,91,-8.77,148.24,73.81,1.59
575,panlaitan,0,PH,1551940775,75,12.12,119.85,85.42,11.65
576,am timan,20,TD,1551940776,27,11.04,20.28,79.3,14.12
577,batetskiy,8,RU,1551940776,78,58.65,30.3,17.42,6.96
578,verkhniy rohachyk,56,UA,1551940777,86,47.25,34.34,38.08,4.38
579,vila velha,40,BR,1551940154,88,-3.71,-38.6,79.0,4.7
580,vlahita,20,RO,1551940629,88,46.35,25.52,30.0,1.59
581,batagay,36,RU,1551940778,70,67.65,134.64,0.59,4.16
582,xining,64,CN,1551940769,50,36.62,101.77,36.01,2.93
583,plettenberg bay,32,ZA,1551940778,99,-34.05,23.37,68.23,16.02
584,robe,0,ET,1551940778,45,7.12,40.01,67.69,4.38
585,dauphin,1,CA,1551938400,70,51.15,-100.04,1.4,10.29
586,calama,0,CL,1551938400,43,-22.46,-68.93,55.4,12.75
587,partenit,0,UA,1551940780,93,44.58,34.34,44.02,3.15
588,gambela,32,ET,1551940780,42,8.25,34.59,76.46,4.72
589,kolondieba,0,ML,1551940780,56,11.09,-6.89,63.1,3.15
590,skourta,40,GR,1551940699,100,38.21,23.55,62.01,1.59
591,maningrida,24,AU,1551940781,83,-12.05,134.23,85.82,9.75
592,flagstaff,20,US,1551940545,48,35.2,-111.65,55.99,19.46
593,vigrestad,75,NO,1551940399,81,58.57,5.7,45.0,14.99
